size_value--iter_value--time--pixel--time
512,500,7.03125
512,500,7.53125
512,500,7.3125
512,500,7.046875
512,500,7.078125
512,500,7.625
512,500,7.375
512,500,7.21875
512,500,7.15625
512,500,7.1875

512,1000,12.421875
512,1000,15.21875
512,1000,12.796875
512,1000,12.953125
512,1000,12.859375
512,1000,12.765625
512,1000,12.703125
512,1000,12.859375
512,1000,12.96875
512,1000,12.921875

512,1500,17.5625
512,1500,17.53125
512,1500,17.46875
512,1500,17.46875
512,1500,17.484375
512,1500,17.71875
512,1500,18.140625
512,1500,18.046875
512,1500,18.234375
512,1500,18.125

1024,500,29.21875
1024,500,29.296875
1024,500,29.9375
1024,500,29.375
1024,500,29.109375
1024,500,29.53125
1024,500,30.953125
1024,500,30.46875
1024,500,34.921875
1024,500,33.34375

1024,1000,54.765625
1024,1000,53.078125
1024,1000,53.15625
1024,1000,54.078125
1024,1000,54.859375
1024,1000,56.71875
1024,1000,51.640625
1024,1000,50.859375
1024,1000,50.84375
1024,1000,51.203125

1024,1500,73.375
1024,1500,71.640625
1024,1500,69.796875
1024,1500,69.78125
1024,1500,70.390625
1024,1500,69.921875
1024,1500,70.21875
1024,1500,69.984375
1024,1500,70.125
1024,1500,71.25

1536,500,62.34375
1536,500,62.25
1536,500,62.21875
1536,500,62.328125
1536,500,62.0625
1536,500,62.390625
1536,500,62.09375
1536,500,62.046875
1536,500,62.1875
1536,500,62.203125

1536,1000,113.078125
1536,1000,112.53125
1536,1000,112.421875
1536,1000,111.984375
1536,1000,110.359375
1536,1000,109.875
1536,1000,110.6875
1536,1000,112.578125
1536,1000,111.15625
1536,1000,109.9375

1536,1500,157.59375
1536,1500,157.390625
1536,1500,160.125
1536,1500,161.390625
1536,1500,159.84375
1536,1500,161.171875
1536,1500,161.5625
1536,1500,160.46875
1536,1500,159.59375
1536,1500,161.046875
